0,0,1,1,1,33,4,1825
1,1,1,0,1,23,1,1582
2,0,1,0,1,23,1,2706
3,0,1,0,1,23,0,2793
4,0,1,0,1,22,3,1958
5,0,1,0,1,23,0,1886
6,0,1,0,1,23,0,2170
7,1,1,0,1,28,0,1977
8,0,1,0,1,31,0,1991
9,0,1,0,1,35,0,1381
10,0,1,0,1,33,0,1995
11,0,1,0,1,36,0,2147
12,0,1,0,1,42,0,504
13,0,1,0,1,45,0,406
14,0,1,0,1,44,0,333
15,0,1,0,1,44,0,250
16,0,1,0,1,43,2,520
17,0,1,0,1,31,0,1590
18,0,1,0,1,29,0,2183
19,0,1,0,1,30,0,1297
20,0,1,0,1,27,0,1333
21,0,1,0,1,29,0,1234
22,0,1,0,1,35,0,867
23,0,1,0,1,27,0,1454
24,0,1,0,1,27,0,2241
25,0,1,0,1,34,0,1774
26,0,1,1,1,39,0,1558
27,0,1,0,0,43,0,255
28,0,1,0,0,31,0,500
29,0,1,0,0,37,0,361
30,0,1,0,0,38,0,561
31,0,1,0,0,43,0,582
32,0,1,0,0,45,0,754
33,0,1,0,0,28,0,473
34,0,1,0,0,28,0,535
35,0,1,0,0,34,0,398
36,0,1,0,0,34,0,626
37,0,1,0,0,37,0,487
38,0,1,0,0,43,0,672
39,0,1,0,0,28,0,2349
40,0,1,0,0,34,0,405
41,0,1,0,0,43,0,319
42,0,1,0,0,42,1,196
43,0,1,0,0,27,15,170
44,0,1,0,0,25,15,454
45,0,1,0,0,27,0,911
46,0,1,0,0,25,0,1664
47,0,1,0,0,27,0,526
48,0,1,0,0,25,3,592
49,0,1,0,0,21,2,342
50,0,1,0,0,21,0,641
51,0,1,0,0,22,0,572
52,0,1,0,0,23,0,1407
53,0,1,0,0,27,0,1897
54,0,1,0,0,30,0,557
55,0,1,0,0,24,0,484
56,0,1,0,0,24,0,557
57,0,1,0,0,24,0,569
58,0,1,0,0,26,0,586
59,0,1,0,0,27,0,1464
60,0,1,0,0,30,0,1792
61,0,1,0,0,32,0,551
62,0,1,0,0,35,0,302
63,0,1,0,0,25,0,453
64,0,1,0,0,24,0,572
65,0,1,0,0,24,0,599
66,0,1,0,0,31,0,1872
67,0,1,0,0,36,0,2127
68,0,1,1,0,35,0,2646
69,0,1,0,0,32,2,425
70,0,1,0,0,24,0,661
71,0,1,0,0,26,0,674
72,0,1,0,0,28,0,770
73,0,1,0,0,24,5,1363
74,0,1,0,0,22,7,1205
75,0,1,0,0,24,1,440
76,0,1,0,0,25,0,600
77,0,1,0,0,25,0,481
78,0,1,0,0,33,0,649
79,0,1,0,0,22,0,827
80,0,1,0,0,23,0,1823
81,0,1,0,0,20,1,1553
82,0,1,0,0,22,0,434
