1,1,0,0,1,1,33,0,1825
2,1,0,0,0,1,23,4,1582
3,1,0,0,0,1,23,1,2706
4,1,0,1,0,1,23,1,2793
5,1,0,1,0,1,22,0,1958
6,1,0,0,0,1,23,3,1886
7,1,0,0,0,1,23,0,2170
8,1,0,0,0,1,28,0,1977
9,1,0,0,0,1,31,0,1991
10,1,0,0,0,1,35,0,1381
11,1,0,1,0,1,33,0,1995
12,1,0,1,0,1,36,0,2147
13,1,0,0,0,1,42,0,504
14,1,0,0,0,1,45,0,406
15,1,0,0,0,1,44,0,333
16,1,0,0,0,1,44,0,250
17,1,0,0,0,1,43,0,520
18,1,0,1,0,1,31,2,1590
19,1,0,1,0,1,29,0,2183
20,1,0,0,0,1,30,0,1297
21,1,0,0,0,1,27,0,1333
22,1,0,0,0,1,29,0,1234
23,1,0,0,0,1,35,0,867
24,1,0,0,0,1,27,0,1454
25,1,0,1,0,1,27,0,2241
26,1,0,1,0,1,34,0,1774
27,1,0,0,1,1,39,0,1558
28,1,0,0,0,0,43,0,255
29,1,0,0,0,0,31,0,500
30,1,0,0,0,0,37,0,361
31,1,0,0,0,0,38,0,561
32,1,0,1,0,0,43,0,582
33,1,0,1,0,0,45,0,754
34,1,0,0,0,0,28,0,473
35,1,0,0,0,0,28,0,535
36,1,0,0,0,0,34,0,398
37,1,0,0,0,0,34,0,626
38,1,0,0,0,0,37,0,487
39,1,0,1,0,0,43,0,672
40,1,0,1,0,0,28,0,2349
41,1,0,0,0,0,34,0,405
42,1,0,0,0,0,43,0,319
43,1,0,0,0,0,42,0,196
44,1,0,0,0,0,27,1,170
45,1,0,0,0,0,25,15,454
46,1,0,1,0,0,27,15,911
47,1,0,1,0,0,25,0,1664
48,1,0,0,0,0,27,0,526
49,1,0,0,0,0,25,0,592
50,1,0,0,0,0,21,3,342
51,1,0,0,0,0,21,2,641
52,1,0,0,0,0,22,0,572
53,1,0,1,0,0,23,0,1407
54,1,0,1,0,0,27,0,1897
55,1,0,0,0,0,30,0,557
56,1,0,0,0,0,24,0,484
57,1,0,0,0,0,24,0,557
58,1,0,0,0,0,24,0,569
59,1,0,0,0,0,26,0,586
60,1,0,1,0,0,27,0,1464
61,1,0,1,0,0,30,0,1792
62,1,0,0,0,0,32,0,551
63,1,0,0,0,0,35,0,302
64,1,0,0,0,0,25,0,453
65,1,0,0,0,0,24,0,572
66,1,0,0,0,0,24,0,599
67,1,0,1,0,0,31,0,1872
68,1,0,1,0,0,36,0,2127
69,1,0,0,1,0,35,0,2646
70,1,0,0,0,0,32,0,425
71,1,0,0,0,0,24,2,661
72,1,0,0,0,0,26,0,674
73,1,0,0,0,0,28,0,770
74,1,0,1,0,0,24,0,1363
75,1,0,1,0,0,22,5,1205
76,1,0,0,0,0,24,7,440
77,1,0,0,0,0,25,1,600
78,1,0,0,0,0,25,0,481
79,1,0,0,0,0,33,0,649
80,1,0,0,0,0,22,0,827
81,1,0,1,0,0,23,0,1823
82,1,0,1,0,0,20,0,1553
83,1,0,0,0,0,22,1,434
84,1,0,0,0,0,20,0,580
85,1,0,0,0,0,28,1,625
86,1,0,0,0,0,29,0,494
87,1,0,0,0,0,28,0,532
88,1,0,1,0,0,28,0,1476
89,1,0,1,0,0,33,0,2000
90,1,0,0,0,0,33,0,509
91,1,0,0,0,0,37,0,498
92,1,0,0,0,0,23,1,452
93,1,0,0,0,0,21,0,536
94,1,0,0,0,0,21,0,532
95,1,0,1,0,0,22,0,1002
96,1,0,1,0,0,25,0,1805
97,1,0,0,0,0,26,0,574
98,1,0,0,0,0,24,1,652
99,1,0,0,0,0,22,15,394
100,1,0,0,0,0,23,3,491
101,1,0,0,0,0,19,0,852
102,1,0,1,0,1,21,0,1358
103,1,0,1,0,1,22,0,1745
104,1,0,0,0,1,22,0,1131
105,1,0,0,0,1,23,0,1323
106,1,0,0,0,1,24,0,1099
107,1,0,0,0,1,24,0,1028
108,1,0,0,1,1,21,2,1711
109,1,0,1,1,1,20,0,2036
110,1,0,1,1,1,23,0,1499
111,1,0,0,1,1,29,0,2218
112,1,0,0,0,1,21,0,1245
113,1,0,0,0,1,21,0,1656
114,1,0,0,0,1,22,1,1463
115,1,0,0,1,1,23,0,1848
116,1,0,1,0,1,21,1,1261
117,1,0,1,0,1,22,0,1436
118,1,0,0,0,0,29,0,551
119,1,0,0,0,0,19,15,516
120,1,0,0,0,0,18,2,584
121,1,0,0,0,0,18,0,458
122,1,0,0,0,0,12,12,317
123,1,0,1,0,0,16,8,857
124,1,0,1,0,0,17,0,1113
125,1,0,0,0,0,18,0,355
126,1,0,0,0,0,17,3,376
127,1,0,0,0,0,18,0,387
128,0,0,0,0,0,18,0,499
129,1,0,0,0,0,14,2,410
130,1,0,1,0,0,19,15,985
131,0,0,1,0,0,21,0,1184
132,1,0,0,0,0,21,0,323
133,1,0,0,0,0,23,0,311
134,1,0,0,0,0,24,0,506
135,1,0,0,0,0,25,0,585
136,1,0,0,0,0,27,0,650
137,1,0,1,0,0,24,0,1162
138,1,0,1,0,0,25,0,1551
139,1,0,0,0,0,22,0,454
140,1,0,0,0,0,24,0,489
141,1,0,0,0,0,26,0,514
142,1,0,0,0,0,26,0,295
143,0,0,0,0,0,22,0,587
144,0,0,1,0,0,25,0,1135
145,0,0,1,0,0,24,0,1238
146,0,0,0,0,0,20,1,242
147,0,0,0,0,0,18,9,232
148,0,0,0,0,0,18,5,280
149,0,0,0,0,0,21,0,144
150,0,0,0,0,0,21,0,339
151,0,0,1,0,0,15,0,602
152,0,0,1,0,0,16,5,514
153,0,0,0,0,0,18,1,284
154,0,0,0,0,0,18,0,347
155,0,0,0,0,0,18,0,276
156,0,0,0,0,0,18,1,390
157,0,0,0,0,0,18,0,358
158,0,0,1,0,0,19,0,772
159,0,0,1,0,0,17,0,1192
160,0,0,0,1,0,15,0,979
161,0,0,0,0,0,19,0,379
162,0,0,0,0,0,17,0,265
163,0,0,0,0,0,17,0,295
164,0,0,0,0,0,14,4,282
165,0,0,1,0,0,15,7,620
166,0,0,1,0,0,16,0,617
167,0,0,0,0,0,17,0,267
168,0,0,0,0,0,15,2,284
169,0,0,0,0,0,17,0,255
170,0,0,0,0,0,16,0,260
171,0,0,0,0,0,18,0,386
172,0,0,1,0,0,16,9,615
173,0,0,1,0,0,17,0,709
174,0,0,0,0,0,13,13,270
175,0,0,0,0,0,16,15,305
176,0,0,0,0,0,16,6,262
177,0,0,0,0,0,16,2,227
178,0,0,0,0,0,17,0,237
179,0,0,1,0,0,13,15,400
180,0,0,1,0,0,14,2,550
181,0,0,0,0,0,15,1,263
182,0,0,0,0,0,16,6,400
183,0,0,0,0,0,17,1,358
184,0,0,0,0,0,16,0,423
185,0,0,0,0,0,16,0,507
186,0,0,1,0,1,14,3,758
187,0,0,1,0,1,16,15,674
188,0,0,0,0,1,15,0,791
189,0,0,0,0,1,19,0,314
190,0,0,0,0,1,11,13,383
191,0,0,0,0,1,14,15,379
192,0,0,0,0,1,16,0,464
193,0,0,1,0,1,14,2,816
194,0,0,1,0,1,14,0,821
195,0,0,0,0,1,12,0,424
196,0,0,0,0,1,13,2,403
197,0,0,0,0,1,17,3,443
198,0,0,0,0,1,13,5,292
199,0,0,0,0,1,14,8,414
200,0,0,1,0,1,13,0,726
201,0,0,1,0,1,15,0,639
202,0,0,0,0,0,17,0,284
203,0,0,0,0,0,19,0,229
204,0,0,0,0,0,16,0,385
205,0,0,0,0,0,16,15,256
206,0,0,0,0,0,16,2,392
207,0,0,1,0,0,16,3,654
208,0,0,1,0,0,17,0,892
209,0,0,0,0,0,17,0,350
210,0,0,0,0,0,17,0,274
211,0,0,0,0,0,17,3,300
212,0,0,0,0,0,16,0,386
213,0,0,0,0,0,13,15,270
214,0,0,1,0,0,14,2,575
215,0,0,1,0,0,15,0,733
216,0,0,0,0,0,15,0,242
217,0,0,0,0,0,17,0,377
218,0,0,0,0,0,16,0,302
219,0,0,0,0,0,17,0,248
220,0,0,0,0,0,18,0,349
221,0,0,1,0,0,18,0,622
222,0,0,1,0,0,15,0,780
223,0,0,0,0,0,13,0,295
224,0,0,0,0,0,14,0,363
225,0,0,0,0,0,14,0,328
226,0,0,0,0,0,16,0,411
227,0,0,0,0,0,20,0,410
228,0,0,1,0,0,14,0,763
229,0,0,1,0,0,16,2,748
230,0,0,0,0,0,15,0,294
231,0,0,0,0,0,15,0,275
232,0,0,0,0,0,15,0,308
233,0,0,0,0,0,19,0,347
234,0,0,0,0,0,21,0,704
235,0,0,1,0,0,18,0,448
236,0,0,1,0,0,16,0,982
237,0,0,0,0,0,19,0,313
238,0,0,0,0,0,19,0,294
239,0,0,0,0,0,22,0,297
240,0,0,0,0,0,24,0,375
241,0,0,0,0,0,25,0,313
242,0,0,1,0,0,25,0,591
243,0,0,1,0,0,23,0,808
244,0,0,0,0,0,16,7,310
245,0,0,0,0,0,16,6,289
246,0,0,0,0,0,15,0,287
247,0,0,0,0,0,16,5,422
248,0,0,0,0,0,19,0,309
249,0,0,1,0,0,21,0,741
250,0,0,1,0,0,23,0,712
251,0,0,0,0,0,25,0,379
252,0,0,0,0,0,21,5,318
253,0,0,0,0,0,18,1,420
254,0,0,0,0,0,18,1,420
255,0,0,0,0,0,18,0,415
256,0,0,1,0,0,22,0,857
257,0,0,1,0,0,27,0,787
258,0,0,0,0,0,18,0,454
259,0,0,0,0,0,18,0,417
260,0,0,0,0,0,17,2,459
261,0,0,0,0,0,15,0,423
262,0,0,0,0,0,19,2,381
263,0,0,1,0,0,23,0,788
264,0,0,1,0,0,24,0,916
265,0,0,0,0,0,27,0,469
266,0,0,0,0,0,27,0,549
267,0,0,0,0,0,23,1,541
268,0,0,0,0,0,17,0,539
269,0,0,0,0,0,22,1,682
270,0,0,1,0,1,31,0,656
271,0,0,1,0,1,30,0,968
272,0,0,0,0,1,22,0,705
273,0,0,0,0,1,21,0,592
274,0,0,0,0,1,19,1,832
275,0,0,0,0,1,20,0,782
276,0,0,0,0,1,27,0,753
277,0,0,1,0,1,32,0,1002
278,0,0,1,0,1,29,0,977
279,0,0,0,1,1,29,0,994
280,0,0,0,0,1,19,0,618
281,0,0,0,0,1,21,0,694
282,1,0,0,0,1,29,0,781
283,1,0,0,0,1,32,0,750
284,1,0,1,0,1,22,0,997
285,1,0,1,0,1,22,0,1398
286,1,0,0,0,0,17,0,743
287,1,0,0,0,0,17,0,439
288,1,0,0,0,0,18,0,506
289,1,0,0,0,0,19,0,568
290,1,0,0,0,0,28,0,864
291,1,0,1,0,0,33,0,1841
292,1,0,1,0,0,33,0,1927
293,1,0,0,0,0,33,0,673
294,1,0,0,0,0,37,0,506
295,1,0,0,0,0,32,0,724
296,1,0,0,0,0,24,0,883
297,1,0,0,0,0,33,0,888
298,1,0,1,0,0,26,0,2262
299,1,0,1,0,0,29,0,2205
300,1,0,0,0,0,20,4,793
301,1,0,0,0,0,22,0,898
302,1,0,0,0,0,25,0,574
303,1,0,0,0,0,28,0,671
304,1,0,0,0,0,35,0,834
305,1,0,1,0,0,18,2,1866
306,1,0,1,0,0,20,0,2897
307,1,0,0,0,0,29,0,882
308,1,0,0,0,0,23,0,761
309,1,0,0,0,0,21,0,911
310,1,0,0,0,0,29,0,712
311,1,0,0,0,0,37,0,440
312,1,0,1,0,0,22,0,1886
313,1,0,1,0,0,23,1,3093
314,1,0,0,0,0,27,0,1020
315,1,0,0,0,0,28,0,769
316,1,0,0,0,0,35,0,675
317,0,0,0,0,0,39,0,393
318,1,0,0,0,0,24,0,1084
319,1,0,1,0,0,25,0,2080
320,1,0,1,0,0,21,6,2544
321,1,0,0,0,0,23,0,743
322,1,0,0,0,0,24,0,912
