condition,message
1000000101,1
1000000101,1
1000000101,1
1000000101,1
1000100000,1
1000000100,1
1000000101,1
1000001000,1
1000000101,1
1000000101,1
1000100000,1
1000100000,1
1000000101,1
1000000101,1
1000010000,1
1000000011,0
1000000011,0
1000000011,1
1000000101,0
1000000101,0
1000000101,0
1000000101,0
1000000101,0
1000010001,0
1000010001,0
1000000101,0
1000000101,0
1000000101,0
1000100000,0
1000100000,0
1000100000,0
1000010001,0
1000010001,0
1000000100,0
1000000010,0
1000000010,0
1000100000,0
1000100000,1
1000000101,1
1000010001,1
1000000101,1
1000000101,1
1000000101,1
1000010001,1
1000010001,1
1000001000,1
1000001000,1
1000001000,1
1000000101,1
1000000101,1
1000000101,1
1000100000,1
1000100000,1
1000010001,1
1000010001,1
1000010001,1
1000000010,1
1000000010,1
1000100000,1
1000000010,1
1000100000,0
1000010000,0
1000010000,1
1000010000,1
1000000101,1
1000001000,1
1000000101,1
1000000101,1
1000100000,1
1000100000,1
1000100000,1
1000100000,1
1000100000,1
1000000101,1
1000010000,1
1000000101,1
1000000100,1
1000100000,1
1000010000,1
1000000011,0
1000000011,1
1000000011,1
1000100000,0
1000100000,0
1000000101,0
1000000101,0
1000000101,0
1000010001,0
1000000101,0
1000000101,0
1000000101,0
1000000101,0
1000000101,0
1000010001,0
1000010001,0
1000001000,0
1000000101,0
1000000101,0
1000000101,0
1000000101,0
1000100000,0
1000100000,0
1000100000,0
1000100000,0
1000010001,0
1000010001,0
1000000010,0
1000000010,0
1000100000,0
1000100000,1
1000010000,0
1000000101,1
1000010000,1
1000010000,1
1000000101,1
1000001000,1
1000001000,1
1000001000,1
1000000101,1
1000000101,1
1000100000,1
1000100000,1
1000000100,1
1000000011,1
1000000101,1
1000000101,1
1000100000,1
1000000101,1
1000100000,1
1000100000,1
1000010000,1
1000010000,1
1000010000,0
1000000101,0
1000000100,0
1000010000,0
1000010000,0
1000010000,0
1000000101,0
1000000101,0
1000000101,0
1000010001,0
1000010001,0
1000001000,0
1000001000,0
1000000101,0
1000000101,0
1000000101,0
1000000101,0
1000000101,0
1000100000,0
1000100000,0
1000100000,0
1000100000,0
1000100000,0
1000100000,0
1000100000,0
1000010001,0
1000010001,0
1000000010,0
1000000010,0
1000000010,0
1000000010,0
1000001001,0
1000000101,1
1000000101,1
1000000101,1
1000100001,1
1000000101,1
1000000101,1
1000000101,1
1000000101,1
1000100000,1
1000000100,1
1000000100,1
1000000010,1
1000000010,1
1000100000,1
1000100000,0
1000000101,1
1000000101,1
1000100000,1
1000100000,1
1000100000,1
1000100000,1
1000010000,1
1000100000,1
1000000100,1
1000100001,1
1000000101,1
1000000100,1
1000000101,1
1000000101,1
1000000101,1
0001000011,0
0001000011,0
0001000011,1
0001100000,0
0001100000,0
0001010001,0
0001010000,0
0001000101,0
0001000101,0
0001000101,0
0001000101,0
0001000101,0
0001010001,0
0001010001,0
0001010001,0
0001100001,0
0001100001,0
0001100001,0
0001001000,0
0001001000,0
0001001000,0
0001001000,0
0001000101,0
0001100000,0
0001100000,0
0001100000,0
0001010001,0
0001010001,0
0001010001,0
0001010001,0
0001000100,0
0001000011,0
0001100000,1
0001010000,0
0001010000,1
0001100001,1
0001100001,1
0001100001,1
0001001000,1
0001000101,1
0001000101,1
0001100000,1
0001000101,1
0001010000,1
0001100000,1
0001100000,1
0001010000,1
0001000010,1
0001010000,0
0001010000,0
0001010000,0
0001000100,0
0001000100,0
0001000100,0
0001010001,0
0001010001,0
0001010001,0
0001001000,0
0001001000,0
0001001000,0
0001100000,0
0001100000,0
0001100000,0
0001010001,0
0001010001,0
0001000100,0
0001000100,0
0001000100,0
0001000100,0
0001010001,0
0001010001,0
0001000011,0
0001000011,0
0001100000,0
0001000100,1
0001000100,1
0001001000,1
0001001000,1
0001100000,1
0001100000,1
0001100000,1
0001100000,1
0001100000,1
0001000100,1
0001000100,1
0001000011,1
0001100000,1
0001100000,1
0001100000,1
0001100000,1
0001100000,1
0001010000,1
0001000011,0
0001000010,1
0001100000,0
0001100000,0
0001010000,0
0001000100,0
0001000100,0
0001000100,0
0001000100,0
0001000100,0
0001000100,0
0001010001,0
0001010001,0
0001010001,0
0001010001,0
0001001000,0
0001001000,0
0001100000,0
0001100000,0
0001100000,0
0001100000,0
0001100000,0
