1,0,0,1,1,33,0,1825
1,0,0,0,1,23,4,1582
1,0,0,0,1,23,1,2706
1,0,1,0,1,23,1,2793
1,0,1,0,1,22,0,1958
1,0,0,0,1,23,3,1886
1,0,0,0,1,23,0,2170
1,0,0,0,1,28,0,1977
1,0,0,0,1,31,0,1991
1,0,0,0,1,35,0,1381
1,0,1,0,1,33,0,1995
1,0,1,0,1,36,0,2147
1,0,0,0,1,42,0,504
1,0,0,0,1,45,0,406
1,0,0,0,1,44,0,333
1,0,0,0,1,44,0,250
1,0,0,0,1,43,0,520
1,0,1,0,1,31,2,1590
1,0,1,0,1,29,0,2183
1,0,0,0,1,30,0,1297
1,0,0,0,1,27,0,1333
1,0,0,0,1,29,0,1234
1,0,0,0,1,35,0,867
1,0,0,0,1,27,0,1454
1,0,1,0,1,27,0,2241
1,0,1,0,1,34,0,1774
1,0,0,1,1,39,0,1558
1,0,0,0,0,43,0,255
1,0,0,0,0,31,0,500
1,0,0,0,0,37,0,361
1,0,0,0,0,38,0,561
1,0,1,0,0,43,0,582
1,0,1,0,0,45,0,754
1,0,0,0,0,28,0,473
1,0,0,0,0,28,0,535
1,0,0,0,0,34,0,398
1,0,0,0,0,34,0,626
1,0,0,0,0,37,0,487
1,0,1,0,0,43,0,672
1,0,1,0,0,28,0,2349
1,0,0,0,0,34,0,405
1,0,0,0,0,43,0,319
1,0,0,0,0,42,0,196
1,0,0,0,0,27,1,170
1,0,0,0,0,25,15,454
1,0,1,0,0,27,15,911
1,0,1,0,0,25,0,1664
1,0,0,0,0,27,0,526
1,0,0,0,0,25,0,592
1,0,0,0,0,21,3,342
1,0,0,0,0,21,2,641
1,0,0,0,0,22,0,572
1,0,1,0,0,23,0,1407
1,0,1,0,0,27,0,1897
1,0,0,0,0,30,0,557
1,0,0,0,0,24,0,484
1,0,0,0,0,24,0,557
1,0,0,0,0,24,0,569
1,0,0,0,0,26,0,586
1,0,1,0,0,27,0,1464
1,0,1,0,0,30,0,1792
1,0,0,0,0,32,0,551
1,0,0,0,0,35,0,302
1,0,0,0,0,25,0,453
1,0,0,0,0,24,0,572
1,0,0,0,0,24,0,599
1,0,1,0,0,31,0,1872
1,0,1,0,0,36,0,2127
1,0,0,1,0,35,0,2646
1,0,0,0,0,32,0,425
1,0,0,0,0,24,2,661
1,0,0,0,0,26,0,674
1,0,0,0,0,28,0,770
1,0,1,0,0,24,0,1363
1,0,1,0,0,22,5,1205
1,0,0,0,0,24,7,440
1,0,0,0,0,25,1,600
1,0,0,0,0,25,0,481
1,0,0,0,0,33,0,649
